GeneName,ComparisonName,Log2FoldChange,PValue,AdjustedPValue
ENSG00000250462,RNA_M12e2.vs.RNA_M12WT,0.261215448,0.140068853,0.330978385
ENSG00000264538,RNA_M12e2.vs.RNA_M12WT,0.178747345,0.289420956,0.508953709
ENSG00000263603,RNA_M12e2.vs.RNA_M12WT,-0.542110493,0.333090439,0.551677237
ENSG00000176390,RNA_M12e2.vs.RNA_M12WT,-0.136487874,0.254876346,0.471818067
ENSG00000266490,RNA_M12e2.vs.RNA_M12WT,0.337202331,0.221092764,0.4335979
ENSG00000176208,RNA_M12e2.vs.RNA_M12WT,-0.099979619,0.590460567,0.761523147
ENSG00000172171,RNA_M12e2.vs.RNA_M12WT,-0.431920965,0.003277052,0.034091404
ENSG00000184060,RNA_M12e2.vs.RNA_M12WT,-0.054877907,0.615635149,0.779204147
ENSG00000266274,RNA_M12e2.vs.RNA_M12WT,0.156917857,0.751961217,0.86679208
ENSG00000181481,RNA_M12e2.vs.RNA_M12WT,0.06988081,0.597338351,0.766167476
ENSG00000264456,RNA_M12e2.vs.RNA_M12WT,-0.470127978,0.137944509,0.327928019
ENSG00000266865,RNA_M12e2.vs.RNA_M12WT,-0.146529641,0.579747249,0.753055791
ENSG00000264107,RNA_M12e2.vs.RNA_M12WT,0.27419327,0.715972111,0.845010514
ENSG00000196712,RNA_M12e2.vs.RNA_M12WT,0.17960073,0.341526387,0.560160315
ENSG00000263535,RNA_M12e2.vs.RNA_M12WT,-0.301828576,0.049710422,0.177779025
ENSG00000131242,RNA_M12e2.vs.RNA_M12WT,-0.071614087,0.565491908,0.742967583
ENSG00000263567,RNA_M12e2.vs.RNA_M12WT,2.639011594,0.004019032,0.038657649
ENSG00000172301,RNA_M12e2.vs.RNA_M12WT,-0.137746247,0.205712808,0.415840775
ENSG00000108651,RNA_M12e2.vs.RNA_M12WT,-0.158833491,0.231260246,0.446147671
ENSG00000178691,RNA_M12e2.vs.RNA_M12WT,0.108880772,0.41733706,0.624812653
ENSG00000185158,RNA_M12e2.vs.RNA_M12WT,0.051619476,0.761755943,0.872959243
ENSG00000266777,RNA_M12e2.vs.RNA_M12WT,0.487000349,0.348555249,0.567424256
ENSG00000265574,RNA_M12e2.vs.RNA_M12WT,0.121346944,0.382979704,0.595838494
ENSG00000126858,RNA_M12e2.vs.RNA_M12WT,-0.254992081,0.025932181,0.120523891
ENSG00000266282,RNA_M12e2.vs.RNA_M12WT,-0.137121292,0.592787281,0.76272093
ENSG00000141314,RNA_M12e2.vs.RNA_M12WT,0.834479268,0.000230633,0.005983973
ENSG00000108666,RNA_M12e2.vs.RNA_M12WT,-0.341489932,0.017459225,0.094938012
ENSG00000010244,RNA_M12e2.vs.RNA_M12WT,-0.022042168,0.790640175,0.889198561
ENSG00000108671,RNA_M12e2.vs.RNA_M12WT,-0.219114375,0.022090995,0.109472288
ENSG00000176749,RNA_M12e2.vs.RNA_M12WT,0.232198101,0.076562957,0.228954482
ENSG00000176658,RNA_M12e2.vs.RNA_M12WT,-0.466902694,0.000888371,0.014607952
ENSG00000006042,RNA_M12e2.vs.RNA_M12WT,0.129066035,0.366356147,0.58141573
ENSG00000226049,RNA_M12e2.vs.RNA_M12WT,0.312048859,0.061830545,0.202469778
ENSG00000132141,RNA_M12e2.vs.RNA_M12WT,0.288146688,0.351870757,0.569857877
ENSG00000198783,RNA_M12e2.vs.RNA_M12WT,0.115357028,0.429224935,0.635196315
ENSG00000005156,RNA_M12e2.vs.RNA_M12WT,-0.77133553,1.80E-05,0.001052185
ENSG00000224113,RNA_M12e2.vs.RNA_M12WT,-0.621243649,0.00480307,0.043095983
ENSG00000092871,RNA_M12e2.vs.RNA_M12WT,-0.043201066,0.648378717,0.800310171
ENSG00000185379,RNA_M12e2.vs.RNA_M12WT,-0.045378791,0.74581238,0.863352447
ENSG00000073536,RNA_M12e2.vs.RNA_M12WT,-0.176711737,0.266920835,0.485251649
ENSG00000266947,RNA_M12e2.vs.RNA_M12WT,0.209933507,0.611474278,0.776389314
ENSG00000166750,RNA_M12e2.vs.RNA_M12WT,-0.628474278,0.000644567,0.011809646
ENSG00000172123,RNA_M12e2.vs.RNA_M12WT,4.622034627,0.000182167,0.005200503
ENSG00000267312,RNA_M12e2.vs.RNA_M12WT,-0.145461008,0.53808513,0.722585126
ENSG00000267369,RNA_M12e2.vs.RNA_M12WT,-0.231547649,0.677895984,0.820587008
ENSG00000242660,RNA_M12e2.vs.RNA_M12WT,0.28104029,0.039236334,0.1537867
ENSG00000267321,RNA_M12e2.vs.RNA_M12WT,-0.025274008,0.882911233,0.941730506
ENSG00000108733,RNA_M12e2.vs.RNA_M12WT,-0.263421386,0.098895954,0.266376224
ENSG00000006125,RNA_M12e2.vs.RNA_M12WT,-0.27252062,0.014955456,0.08636875
ENSG00000129270,RNA_M12e2.vs.RNA_M12WT,-0.604428855,0.112023303,0.287691516
ENSG00000172660,RNA_M12e2.vs.RNA_M12WT,0.242216168,0.03551244,0.14510086
ENSG00000267326,RNA_M12e2.vs.RNA_M12WT,-0.406680386,0.01486603,0.085978707
ENSG00000266999,RNA_M12e2.vs.RNA_M12WT,-0.220508601,0.2999504,0.520389172
ENSG00000266972,RNA_M12e2.vs.RNA_M12WT,-1.145039618,0.042596784,0.161862726
ENSG00000187456,RNA_M12e2.vs.RNA_M12WT,-0.334564449,0.03651924,0.147736985
ENSG00000234972,RNA_M12e2.vs.RNA_M12WT,0.178747837,0.604378377,0.771268644
ENSG00000161583,RNA_M12e2.vs.RNA_M12WT,0.355850312,0.48219295,0.678551596
ENSG00000108278,RNA_M12e2.vs.RNA_M12WT,-0.072279108,0.453928901,0.655733432
ENSG00000141140,RNA_M12e2.vs.RNA_M12WT,-0.080458819,0.436742732,0.642070659
ENSG00000184886,RNA_M12e2.vs.RNA_M12WT,0.12624618,0.308508519,0.528418429
ENSG00000005955,RNA_M12e2.vs.RNA_M12WT,0.005216936,0.961893646,0.982094563
ENSG00000236002,RNA_M12e2.vs.RNA_M12WT,0.2656265,0.495286115,0.689336351
ENSG00000108272,RNA_M12e2.vs.RNA_M12WT,0.053194455,0.719615085,0.847260294
ENSG00000129282,RNA_M12e2.vs.RNA_M12WT,-0.471400729,0.018405466,0.09819873
ENSG00000132130,RNA_M12e2.vs.RNA_M12WT,1.053555322,0.009329462,0.064566584
ENSG00000108270,RNA_M12e2.vs.RNA_M12WT,-0.101971556,0.318894914,0.538483282
ENSG00000132142,RNA_M12e2.vs.RNA_M12WT,-0.608896807,0.001048173,0.016248743
ENSG00000254982,RNA_M12e2.vs.RNA_M12WT,-0.938431828,0.038149462,0.151368159
ENSG00000108264,RNA_M12e2.vs.RNA_M12WT,0.009138384,0.935350969,0.968905539
ENSG00000161326,RNA_M12e2.vs.RNA_M12WT,-0.290291806,0.023410479,0.113420134
ENSG00000006114,RNA_M12e2.vs.RNA_M12WT,0.079395772,0.53556425,0.721496441
ENSG00000141141,RNA_M12e2.vs.RNA_M12WT,-0.212870067,0.132955948,0.320415677
ENSG00000108753,RNA_M12e2.vs.RNA_M12WT,0.033719692,0.813110476,0.902175057
ENSG00000267671,RNA_M12e2.vs.RNA_M12WT,2.293879776,0.002653185,0.029927533
ENSG00000185128,RNA_M12e2.vs.RNA_M12WT,0.339918523,0.025257609,0.118822682
ENSG00000174093,RNA_M12e2.vs.RNA_M12WT,0.028979444,0.900317216,0.950757053
ENSG00000174100,RNA_M12e2.vs.RNA_M12WT,-0.266020958,0.011426762,0.072962624
ENSG00000188888,RNA_M12e2.vs.RNA_M12WT,-0.162126522,0.683919561,0.824354962
ENSG00000174111,RNA_M12e2.vs.RNA_M12WT,-0.320904651,0.140281513,0.331281616
ENSG00000225485,RNA_M12e2.vs.RNA_M12WT,0.653026397,0.000369299,0.008206797
ENSG00000260833,RNA_M12e2.vs.RNA_M12WT,3.22802994,2.00E-06,0.00026433
ENSG00000017373,RNA_M12e2.vs.RNA_M12WT,0.592693904,0.030293462,0.131751137
ENSG00000179294,RNA_M12e2.vs.RNA_M12WT,-0.133737536,0.210757308,0.421626649
ENSG00000261005,RNA_M12e2.vs.RNA_M12WT,-0.475572972,0.103762589,0.274456118
ENSG00000266040,RNA_M12e2.vs.RNA_M12WT,0.051256735,0.912231158,0.956549687
ENSG00000108292,RNA_M12e2.vs.RNA_M12WT,-0.112957981,0.391440454,0.603523193
ENSG00000230055,RNA_M12e2.vs.RNA_M12WT,-0.271813344,0.332944258,0.551677237
ENSG00000056661,RNA_M12e2.vs.RNA_M12WT,0.242363584,0.098051021,0.264972498
ENSG00000227450,RNA_M12e2.vs.RNA_M12WT,0.464114574,0.416557281,0.624025747
ENSG00000108294,RNA_M12e2.vs.RNA_M12WT,-0.189978856,0.166477426,0.367102629
ENSG00000141720,RNA_M12e2.vs.RNA_M12WT,0.04710282,0.660057638,0.807939179
ENSG00000108296,RNA_M12e2.vs.RNA_M12WT,-0.123393706,0.274141208,0.492446265
ENSG00000125691,RNA_M12e2.vs.RNA_M12WT,0.053880204,0.551543014,0.733263445
ENSG00000244086,RNA_M12e2.vs.RNA_M12WT,0.066806601,0.637975161,0.793562328
ENSG00000002834,RNA_M12e2.vs.RNA_M12WT,0.13596577,0.153366428,0.348973459
ENSG00000263874,RNA_M12e2.vs.RNA_M12WT,-0.010133946,0.96459099,0.983978999
ENSG00000263818,RNA_M12e2.vs.RNA_M12WT,-0.224127508,0.520302505,0.708834119
ENSG00000161381,RNA_M12e2.vs.RNA_M12WT,0.792159498,0.015390961,0.087978424
ENSG00000067191,RNA_M12e2.vs.RNA_M12WT,0.372649198,0.132804532,0.320129335
ENSG00000108298,RNA_M12e2.vs.RNA_M12WT,0.117086361,0.369884019,0.584585807
ENSG00000266753,RNA_M12e2.vs.RNA_M12WT,-0.208802009,0.306145489,0.525934011
ENSG00000108306,RNA_M12e2.vs.RNA_M12WT,-0.449734126,0.018432069,0.098255289
ENSG00000266469,RNA_M12e2.vs.RNA_M12WT,0.631751383,0.172998753,0.375210034
ENSG00000125686,RNA_M12e2.vs.RNA_M12WT,-0.131985824,0.423382158,0.630548572
ENSG00000167258,RNA_M12e2.vs.RNA_M12WT,-0.025718129,0.835052251,0.915197883
ENSG00000131748,RNA_M12e2.vs.RNA_M12WT,-0.082817592,0.596666309,0.765805592
ENSG00000173991,RNA_M12e2.vs.RNA_M12WT,0.175638934,0.768071482,0.876360132
ENSG00000161395,RNA_M12e2.vs.RNA_M12WT,0.671452197,0.036559845,0.147736985
ENSG00000141736,RNA_M12e2.vs.RNA_M12WT,0.31691952,0.06909739,0.215796127
ENSG00000141741,RNA_M12e2.vs.RNA_M12WT,-0.314958845,0.029936334,0.130953128
ENSG00000141738,RNA_M12e2.vs.RNA_M12WT,0.053789901,0.793224191,0.891198055
ENSG00000264663,RNA_M12e2.vs.RNA_M12WT,0.940701408,0.003126236,0.033226408
ENSG00000073605,RNA_M12e2.vs.RNA_M12WT,-0.273908584,0.04266782,0.161939837
ENSG00000172057,RNA_M12e2.vs.RNA_M12WT,0.21480596,0.177380543,0.38079913
ENSG00000108344,RNA_M12e2.vs.RNA_M12WT,-0.090955938,0.495502,0.689564276
ENSG00000008838,RNA_M12e2.vs.RNA_M12WT,-0.081126298,0.58241567,0.755064434
ENSG00000126351,RNA_M12e2.vs.RNA_M12WT,0.004302206,0.977095306,0.990181436
ENSG00000126368,RNA_M12e2.vs.RNA_M12WT,-0.342699451,0.149088004,0.343286595
ENSG00000188895,RNA_M12e2.vs.RNA_M12WT,0.11937086,0.291410651,0.51100912
ENSG00000108349,RNA_M12e2.vs.RNA_M12WT,0.109408029,0.258161053,0.475348386
ENSG00000108352,RNA_M12e2.vs.RNA_M12WT,-0.599455075,0.003550961,0.035841078
ENSG00000171475,RNA_M12e2.vs.RNA_M12WT,0.225471034,0.053565641,0.185650742
ENSG00000094804,RNA_M12e2.vs.RNA_M12WT,0.119004761,0.221440135,0.434078998
ENSG00000270145,RNA_M12e2.vs.RNA_M12WT,-0.244125388,0.261470989,0.479439934
ENSG00000131759,RNA_M12e2.vs.RNA_M12WT,-0.029754175,0.874542412,0.938012642
ENSG00000265666,RNA_M12e2.vs.RNA_M12WT,0.280966733,0.362083923,0.577716517
ENSG00000266208,RNA_M12e2.vs.RNA_M12WT,1.058215021,0.003086495,0.032946655
ENSG00000264655,RNA_M12e2.vs.RNA_M12WT,-0.7835327,0.108473008,0.281926472
ENSG00000131747,RNA_M12e2.vs.RNA_M12WT,0.117147878,0.407278229,0.616710484
ENSG00000222881,RNA_M12e2.vs.RNA_M12WT,-0.662409891,0.209171693,0.419989901
ENSG00000131746,RNA_M12e2.vs.RNA_M12WT,0.510828003,0.006095712,0.049514423
ENSG00000266088,RNA_M12e2.vs.RNA_M12WT,0.114764665,0.68343012,0.823971832
ENSG00000073584,RNA_M12e2.vs.RNA_M12WT,0.095301895,0.347104775,0.566142243
ENSG00000213424,RNA_M12e2.vs.RNA_M12WT,-0.090219666,0.60652787,0.772556025
ENSG00000186395,RNA_M12e2.vs.RNA_M12WT,-0.052491148,0.69756536,0.833691203
ENSG00000167920,RNA_M12e2.vs.RNA_M12WT,-0.252263798,0.044710879,0.166793232
ENSG00000171431,RNA_M12e2.vs.RNA_M12WT,-2.286815357,0.000151563,0.004680567
ENSG00000234477,RNA_M12e2.vs.RNA_M12WT,-1.411309625,0.011754574,0.07423524
ENSG00000108244,RNA_M12e2.vs.RNA_M12WT,-1.405442489,1.43E-06,0.000226298
ENSG00000212901,RNA_M12e2.vs.RNA_M12WT,0.865967068,0.064434574,0.206858362
ENSG00000214518,RNA_M12e2.vs.RNA_M12WT,-2.050404462,0.047612968,0.173339444
ENSG00000212724,RNA_M12e2.vs.RNA_M12WT,1.713458773,2.04E-05,0.001145383
ENSG00000213417,RNA_M12e2.vs.RNA_M12WT,0.127299326,0.865888134,0.933573521
ENSG00000131737,RNA_M12e2.vs.RNA_M12WT,2.783411429,0.000524657,0.010336267
ENSG00000108759,RNA_M12e2.vs.RNA_M12WT,-2.168537391,0.000166123,0.004943675
ENSG00000171401,RNA_M12e2.vs.RNA_M12WT,-0.826280047,0.057562979,0.193860507
ENSG00000171346,RNA_M12e2.vs.RNA_M12WT,-0.830743633,0.000400643,0.008782405
ENSG00000171345,RNA_M12e2.vs.RNA_M12WT,-0.731290768,0.004041621,0.038743291
ENSG00000186832,RNA_M12e2.vs.RNA_M12WT,0.578119207,0.256581267,0.473846088
ENSG00000173801,RNA_M12e2.vs.RNA_M12WT,0.105550017,0.679880051,0.821805901
ENSG00000173812,RNA_M12e2.vs.RNA_M12WT,0.046264749,0.586113797,0.758207276
ENSG00000173805,RNA_M12e2.vs.RNA_M12WT,0.348038966,0.10072869,0.269575174
ENSG00000141696,RNA_M12e2.vs.RNA_M12WT,0.410981585,0.047509924,0.173188991
ENSG00000141756,RNA_M12e2.vs.RNA_M12WT,0.779740087,0.000882417,0.014576571
ENSG00000141698,RNA_M12e2.vs.RNA_M12WT,0.046408829,0.624150036,0.784772477
ENSG00000259623,RNA_M12e2.vs.RNA_M12WT,0.097400137,0.35630874,0.573558255
ENSG00000178502,RNA_M12e2.vs.RNA_M12WT,-0.281943989,0.298140797,0.518522429
ENSG00000131473,RNA_M12e2.vs.RNA_M12WT,-0.060146694,0.442831497,0.64666878
ENSG00000204815,RNA_M12e2.vs.RNA_M12WT,0.680474226,0.018527028,0.098534893
ENSG00000173786,RNA_M12e2.vs.RNA_M12WT,0.458800717,0.009374059,0.06476113
ENSG00000168259,RNA_M12e2.vs.RNA_M12WT,0.123055659,0.287544353,0.507381065
ENSG00000168256,RNA_M12e2.vs.RNA_M12WT,0.285193342,0.064454926,0.206889883
ENSG00000187595,RNA_M12e2.vs.RNA_M12WT,0.532804754,0.068898666,0.215346705
ENSG00000270010,RNA_M12e2.vs.RNA_M12WT,-0.23565165,0.524551774,0.712941761
ENSG00000267221,RNA_M12e2.vs.RNA_M12WT,0.553063989,0.279703784,0.498281613
ENSG00000108771,RNA_M12e2.vs.RNA_M12WT,-0.094252178,0.741621546,0.860382319
ENSG00000108773,RNA_M12e2.vs.RNA_M12WT,0.148227884,0.357518491,0.574116645
ENSG00000108774,RNA_M12e2.vs.RNA_M12WT,-0.254571267,0.134847865,0.322846073
ENSG00000167925,RNA_M12e2.vs.RNA_M12WT,-0.461358064,0.039095689,0.153493274
ENSG00000173757,RNA_M12e2.vs.RNA_M12WT,0.169034505,0.260975632,0.478862611
ENSG00000236194,RNA_M12e2.vs.RNA_M12WT,0.293876472,0.628417795,0.787165428
ENSG00000126561,RNA_M12e2.vs.RNA_M12WT,1.039499544,0.03424751,0.141767434
ENSG00000168610,RNA_M12e2.vs.RNA_M12WT,0.146719699,0.198002311,0.40687137
ENSG00000177469,RNA_M12e2.vs.RNA_M12WT,0.314617869,0.013256461,0.079894114
ENSG00000033627,RNA_M12e2.vs.RNA_M12WT,0.196312181,0.087080614,0.247374941
ENSG00000267632,RNA_M12e2.vs.RNA_M12WT,-0.269051422,0.57004093,0.746710278
ENSG00000267185,RNA_M12e2.vs.RNA_M12WT,-0.1135561,0.508387299,0.699638098
ENSG00000108784,RNA_M12e2.vs.RNA_M12WT,-0.127776941,0.607267583,0.773197036
ENSG00000108786,RNA_M12e2.vs.RNA_M12WT,0.876839275,0.07072176,0.218540921
ENSG00000266962,RNA_M12e2.vs.RNA_M12WT,0.273626047,0.352564789,0.570451776
ENSG00000068120,RNA_M12e2.vs.RNA_M12WT,-0.503168656,0.005771498,0.04805341
ENSG00000108788,RNA_M12e2.vs.RNA_M12WT,-0.201004786,0.05402941,0.186376071
ENSG00000131470,RNA_M12e2.vs.RNA_M12WT,0.117248216,0.387866049,0.600037576
ENSG00000141699,RNA_M12e2.vs.RNA_M12WT,0.296340575,0.026293866,0.121371992
ENSG00000131462,RNA_M12e2.vs.RNA_M12WT,0.085973857,0.628175666,0.787154236
ENSG00000037042,RNA_M12e2.vs.RNA_M12WT,0.063998202,0.739515117,0.859151568
ENSG00000068137,RNA_M12e2.vs.RNA_M12WT,0.39132135,0.174374799,0.376942046
ENSG00000108797,RNA_M12e2.vs.RNA_M12WT,0.256676478,0.110058206,0.284727768
ENSG00000108799,RNA_M12e2.vs.RNA_M12WT,-0.006309884,0.950908313,0.976513133
ENSG00000131475,RNA_M12e2.vs.RNA_M12WT,-0.208156188,0.162684334,0.361702853
ENSG00000126562,RNA_M12e2.vs.RNA_M12WT,-0.526589671,0.048744372,0.175796585
ENSG00000183978,RNA_M12e2.vs.RNA_M12WT,-0.060962881,0.680972789,0.822304963
ENSG00000126581,RNA_M12e2.vs.RNA_M12WT,-0.153531859,0.099439198,0.267300223
ENSG00000131467,RNA_M12e2.vs.RNA_M12WT,-0.193959479,0.043456078,0.163903457
ENSG00000131480,RNA_M12e2.vs.RNA_M12WT,-0.308009647,0.115553028,0.293227007
ENSG00000131471,RNA_M12e2.vs.RNA_M12WT,-0.981828322,0.000329625,0.007554444
ENSG00000260105,RNA_M12e2.vs.RNA_M12WT,-0.759938295,0.135772213,0.324200947
ENSG00000266967,RNA_M12e2.vs.RNA_M12WT,0.165434149,0.382776731,0.595683208
ENSG00000267060,RNA_M12e2.vs.RNA_M12WT,0.419827869,0.154669595,0.350752281
ENSG00000198863,RNA_M12e2.vs.RNA_M12WT,0.308104477,0.015884947,0.089594922
ENSG00000131469,RNA_M12e2.vs.RNA_M12WT,-0.090279075,0.363774674,0.57901454
ENSG00000068079,RNA_M12e2.vs.RNA_M12WT,0.699411609,0.013280942,0.079940152
ENSG00000108828,RNA_M12e2.vs.RNA_M12WT,0.063168726,0.598290328,0.766837662
ENSG00000108830,RNA_M12e2.vs.RNA_M12WT,1.597149791,7.91E-05,0.002959968
ENSG00000012048,RNA_M12e2.vs.RNA_M12WT,-0.073820934,0.55156225,0.733263445
ENSG00000240828,RNA_M12e2.vs.RNA_M12WT,-0.270223319,0.039628342,0.15458595
ENSG00000198496,RNA_M12e2.vs.RNA_M12WT,0.161201942,0.445334247,0.648873141
ENSG00000267002,RNA_M12e2.vs.RNA_M12WT,-0.150657456,0.634343727,0.790956396
ENSG00000267340,RNA_M12e2.vs.RNA_M12WT,-0.103196399,0.798089281,0.8936299
ENSG00000188554,RNA_M12e2.vs.RNA_M12WT,0.173358275,0.089540768,0.250915998
ENSG00000184988,RNA_M12e2.vs.RNA_M12WT,-0.032713976,0.903418632,0.95178058
ENSG00000188825,RNA_M12e2.vs.RNA_M12WT,0.030734929,0.880218841,0.940696729
ENSG00000175906,RNA_M12e2.vs.RNA_M12WT,0.100145482,0.60798003,0.773558649
ENSG00000237888,RNA_M12e2.vs.RNA_M12WT,-0.469881564,0.291327707,0.510981201
ENSG00000067596,RNA_M12e2.vs.RNA_M12WT,0.110678291,0.267177339,0.485456373
ENSG00000175832,RNA_M12e2.vs.RNA_M12WT,0.590345869,0.007685987,0.057349675
ENSG00000005102,RNA_M12e2.vs.RNA_M12WT,2.847164648,0.00082178,0.013852573
ENSG00000267253,RNA_M12e2.vs.RNA_M12WT,0.28773818,0.366016198,0.581086829
ENSG00000108861,RNA_M12e2.vs.RNA_M12WT,-0.056831774,0.551544676,0.733263445
ENSG00000161647,RNA_M12e2.vs.RNA_M12WT,-0.335459438,0.013345593,0.080132078
ENSG00000108852,RNA_M12e2.vs.RNA_M12WT,-0.098666346,0.582139219,0.755001924
ENSG00000261514,RNA_M12e2.vs.RNA_M12WT,0.898277945,0.05232671,0.183417747
ENSG00000161653,RNA_M12e2.vs.RNA_M12WT,-0.255888617,0.473546084,0.671449511
ENSG00000091947,RNA_M12e2.vs.RNA_M12WT,0.206845932,0.256165777,0.47344138
ENSG00000161654,RNA_M12e2.vs.RNA_M12WT,-0.158057179,0.118623293,0.297862452
ENSG00000141349,RNA_M12e2.vs.RNA_M12WT,0.03711942,0.881124252,0.940784831
ENSG00000108840,RNA_M12e2.vs.RNA_M12WT,0.254710972,0.228830011,0.443370844
ENSG00000125319,RNA_M12e2.vs.RNA_M12WT,0.164143779,0.325226292,0.544520467
ENSG00000267080,RNA_M12e2.vs.RNA_M12WT,0.493250663,0.021232127,0.106822148
ENSG00000168591,RNA_M12e2.vs.RNA_M12WT,0.188113543,0.145453803,0.338023841
ENSG00000087152,RNA_M12e2.vs.RNA_M12WT,0.126833281,0.294318739,0.514455892
ENSG00000108312,RNA_M12e2.vs.RNA_M12WT,0.389408596,0.001431498,0.01988405
ENSG00000260793,RNA_M12e2.vs.RNA_M12WT,-1.532364528,0.005071253,0.044685727
ENSG00000267691,RNA_M12e2.vs.RNA_M12WT,-0.079978803,0.735235948,0.85686639
ENSG00000267750,RNA_M12e2.vs.RNA_M12WT,0.706296075,0.002651882,0.029927533
ENSG00000108309,RNA_M12e2.vs.RNA_M12WT,0.898779196,0.048357822,0.174916387
ENSG00000013306,RNA_M12e2.vs.RNA_M12WT,-0.150729246,0.597529998,0.766263169
ENSG00000030582,RNA_M12e2.vs.RNA_M12WT,0.680691851,0.018991659,0.099923535
ENSG00000161682,RNA_M12e2.vs.RNA_M12WT,0.571678339,0.252062138,0.469087783
ENSG00000005961,RNA_M12e2.vs.RNA_M12WT,0.297453886,0.274947641,0.49321825
ENSG00000186566,RNA_M12e2.vs.RNA_M12WT,-0.066714838,0.605410079,0.771933223
ENSG00000180340,RNA_M12e2.vs.RNA_M12WT,0.864325094,0.063779733,0.205798872
ENSG00000180336,RNA_M12e2.vs.RNA_M12WT,1.095202609,0.118622285,0.297862452
ENSG00000180329,RNA_M12e2.vs.RNA_M12WT,-0.108017604,0.49559718,0.689573833
ENSG00000267160,RNA_M12e2.vs.RNA_M12WT,-0.440744427,0.222781306,0.435778073
ENSG00000161692,RNA_M12e2.vs.RNA_M12WT,0.192433768,0.205573511,0.415783063
ENSG00000073670,RNA_M12e2.vs.RNA_M12WT,0.35140261,0.166720633,0.367432669
ENSG00000267405,RNA_M12e2.vs.RNA_M12WT,0.934178507,0.045299585,0.168286203
ENSG00000182963,RNA_M12e2.vs.RNA_M12WT,0.181788208,0.186906993,0.393043048
ENSG00000108883,RNA_M12e2.vs.RNA_M12WT,-0.544562527,0.000123945,0.004064099
ENSG00000186185,RNA_M12e2.vs.RNA_M12WT,0.305017035,0.057246563,0.193342642
ENSG00000131094,RNA_M12e2.vs.RNA_M12WT,1.136827273,0.027267508,0.123972481
ENSG00000172992,RNA_M12e2.vs.RNA_M12WT,-0.055635119,0.750787492,0.866557979
ENSG00000136448,RNA_M12e2.vs.RNA_M12WT,-0.004444996,0.957705136,0.980110806
ENSG00000161714,RNA_M12e2.vs.RNA_M12WT,0.571580734,0.028833493,0.128010541
ENSG00000181513,RNA_M12e2.vs.RNA_M12WT,0.534974011,0.128365453,0.31346834
ENSG00000186834,RNA_M12e2.vs.RNA_M12WT,0.528509249,0.000235841,0.0060472
ENSG00000224505,RNA_M12e2.vs.RNA_M12WT,1.296173794,0.008764473,0.062141468
ENSG00000168517,RNA_M12e2.vs.RNA_M12WT,0.30767621,0.225885241,0.439596203
ENSG00000267288,RNA_M12e2.vs.RNA_M12WT,1.212408696,0.002732735,0.030493146
ENSG00000267121,RNA_M12e2.vs.RNA_M12WT,0.343765974,0.347025364,0.566059726
ENSG00000184922,RNA_M12e2.vs.RNA_M12WT,0.557591824,0.013337517,0.080132078
ENSG00000233175,RNA_M12e2.vs.RNA_M12WT,-0.134082914,0.701023265,0.836402618
ENSG00000267278,RNA_M12e2.vs.RNA_M12WT,0.070959541,0.750421105,0.866557979
ENSG00000006062,RNA_M12e2.vs.RNA_M12WT,0.40634459,0.022378149,0.110291804
ENSG00000159314,RNA_M12e2.vs.RNA_M12WT,0.01647492,0.933995634,0.968462055
ENSG00000225190,RNA_M12e2.vs.RNA_M12WT,0.108221937,0.491978457,0.686825565
ENSG00000214425,RNA_M12e2.vs.RNA_M12WT,-0.055691916,0.755273131,0.869130511
ENSG00000131484,RNA_M12e2.vs.RNA_M12WT,0.309934286,0.239137768,0.454629694
ENSG00000266918,RNA_M12e2.vs.RNA_M12WT,-0.037298633,0.93271553,0.967747793
ENSG00000267198,RNA_M12e2.vs.RNA_M12WT,-0.197327541,0.471132881,0.669362055
ENSG00000264070,RNA_M12e2.vs.RNA_M12WT,0.831615135,0.086808792,0.246995724
ENSG00000204652,RNA_M12e2.vs.RNA_M12WT,-0.295658732,0.029588614,0.130040271
ENSG00000204650,RNA_M12e2.vs.RNA_M12WT,-0.273993975,0.024137069,0.115656544
ENSG00000186868,RNA_M12e2.vs.RNA_M12WT,-0.320948301,0.027507761,0.124488463
ENSG00000120071,RNA_M12e2.vs.RNA_M12WT,0.044468286,0.659911839,0.807850342
ENSG00000214401,RNA_M12e2.vs.RNA_M12WT,0.471449089,0.256566542,0.473846088
ENSG00000262500,RNA_M12e2.vs.RNA_M12WT,1.329055123,0.000623069,0.011534114
ENSG00000261575,RNA_M12e2.vs.RNA_M12WT,-0.06096634,0.828104833,0.910846379
ENSG00000228696,RNA_M12e2.vs.RNA_M12WT,-0.041760893,0.829735486,0.911838601
ENSG00000176681,RNA_M12e2.vs.RNA_M12WT,-0.020310428,0.896090541,0.948435325
ENSG00000260075,RNA_M12e2.vs.RNA_M12WT,0.108546001,0.452484024,0.654759986
ENSG00000238083,RNA_M12e2.vs.RNA_M12WT,-0.043493046,0.759599311,0.871759382
ENSG00000185829,RNA_M12e2.vs.RNA_M12WT,-0.239382364,0.233959626,0.449057072
ENSG00000073969,RNA_M12e2.vs.RNA_M12WT,0.204379258,0.049992646,0.178488235
ENSG00000213326,RNA_M12e2.vs.RNA_M12WT,0.619633059,0.017386457,0.094804942
ENSG00000108379,RNA_M12e2.vs.RNA_M12WT,0.28813556,0.053162644,0.184972098
ENSG00000261886,RNA_M12e2.vs.RNA_M12WT,-0.484194483,0.261487998,0.479439934
